"id";"code";"description";"goods_catalog_id";"warehouse_id";"trademark";"model";"type";"color";"series";"state_of_conservation";"date_acquired";"value";"observations";"is_active";"created_at";"updated_at"
390;"38081338";ROTADOR DE PLAQUETAS;1421;12;;;;purple;#27dd8d;A;"2019-06-03";395.1;MED;1;"2023-03-18 02:41:07";"2023-10-18 02:41:07"
391;"13185345";SISTEMA INTEGRAL DE PROYECCION DIGITAL -DIGITAL WALL DISPLAY;4701;29;;;;blue;#2bad31;C;"2020-06-09";241.6;MED;1;"2023-01-28 02:41:07";"2023-10-14 02:41:07"
392;"83099188";JARRA O JARRON (MAYOR A 1/4 UIT);591;17;;;;blue;#9aa000;A;"2020-08-14";410.7;MED;0;"2023-08-19 02:41:07";"2023-10-13 02:41:07"
393;"16869205";PRENSA PARA PLANTAS DE CALZADO;3271;30;;;;yellow;#833ccc;B;"2021-07-26";380.7;MED;1;"2023-02-11 02:41:07";"2023-10-12 02:41:07"
394;"89567154";ESCRITORIO DE MELAMINA;3815;8;;;;yellow;#d34f04;C;"2022-09-20";84.0;MED;1;"2022-10-29 02:41:07";"2023-10-13 02:41:07"
395;"78207009";TAQUIMETRO ESTROBOSCOPIO DIGITAL;689;8;;;;green;#5eba1a;A;"2021-06-13";338.7;MED;0;"2023-09-10 02:41:07";"2023-10-09 02:41:07"
396;"73649460";APARATO DE PRUEBA DE DECANTACION/COAGULACION/FLOCULACION;1763;12;;;;yellow;#642f71;A;"2022-06-29";187.5;MED;0;"2022-11-16 02:41:07";"2023-10-18 02:41:07"
397;"10564264";CAJA CHINA;420;24;;;;maroon;#7dc356;A;"2021-12-21";97.8;MED;0;"2023-01-07 02:41:07";"2023-10-16 02:41:07"
398;"87695257";LIBRERO DE MADERA;3838;11;;;;black;#8a50ce;B;"2020-03-22";401.5;MED;0;"2022-10-08 02:41:07";"2023-10-18 02:41:07"
399;"66213805";SISTEMA DE FILTRACION;90;22;;;;white;#9c2e85;B;"2022-08-15";405.0;MED;1;"2023-06-05 02:41:07";"2023-10-18 02:41:07"
400;"83845174";ARMONICA;391;24;;;;lime;#90be44;A;"2019-07-27";489.6;MED;0;"2023-08-25 02:41:07";"2023-10-15 02:41:07"
401;"28073896";MASCARA PARA PINTOR;4191;14;;;;maroon;#2d80a9;B;"2020-06-27";370.5;MED;1;"2023-09-04 02:41:07";"2023-10-12 02:41:07"
402;"11487343";ENCAPSULADORA SEMIAUTOMATICA;648;29;;;;white;#392465;C;"2019-10-12";31.0;MED;0;"2023-04-16 02:41:07";"2023-10-13 02:41:07"
403;"15258057";GASTROFIBROSCOPIO;1160;14;;;;blue;#8f9330;A;"2020-03-29";25.1;MED;1;"2023-05-22 02:41:07";"2023-10-19 02:41:07"
404;"23760986";CALIBRADORES EN GENERAL;2414;13;;;;navy;#422d09;A;"2019-01-30";271.2;MED;1;"2022-10-04 02:41:07";"2023-10-11 02:41:07"
405;"13256221";VITRINA EXHIBIDORA REFRIGERADA TIPO ABIERTO;210;27;;;;teal;#68db60;A;"2019-08-11";172.6;MED;1;"2023-08-10 02:41:07";"2023-10-17 02:41:07"
406;"15693537";CAMARA DE BUSQUEDA CON SISTEMA DE COMUNICACION INTEGRADO;2415;24;;;;green;#b407d4;A;"2022-11-27";240.5;MED;0;"2023-05-16 02:41:07";"2023-10-16 02:41:07"
407;"67856508";SILLON DENTAL;1680;25;;;;olive;#bb98b5;A;"2023-02-17";73.3;MED;0;"2023-06-18 02:41:07";"2023-10-14 02:41:07"
408;"14213871";PERCHERO DE PLASTICO;3921;7;;;;maroon;#b5adc0;A;"2020-05-30";118.7;MED;0;"2023-09-12 02:41:07";"2023-10-15 02:41:07"
409;"58720905";EPLIRRADIADORA ELECTRICA;2496;3;;;;navy;#67daf0;A;"2023-08-12";394.9;MED;1;"2022-10-17 02:41:07";"2023-10-18 02:41:07"
410;"48435225";MOTOPERFORADORA;3252;22;;;;fuchsia;#cfd6fc;B;"2023-10-14";337.2;MED;1;"2022-11-22 02:41:07";"2023-10-13 02:41:07"
411;"89089841";COLUMNA DE GASES;876;1;;;;navy;#428516;B;"2022-12-24";418.9;MED;1;"2023-01-05 02:41:07";"2023-10-09 02:41:07"
412;"28790572";CANOA O KAYAC;3420;11;;;;lime;#c78d28;C;"2022-11-13";332.5;MED;0;"2023-03-21 02:41:07";"2023-10-14 02:41:07"
413;"23444436";GRUA PLATAFORMA ELEVADORA - ELEVADORA DE PLATAFORMA;3488;16;;;;olive;#9f227a;C;"2023-08-30";461.7;MED;1;"2023-05-26 02:41:07";"2023-10-17 02:41:07"
414;"55659814";MEDIATINOSCOPIO;1262;18;;;;yellow;#7c78d5;B;"2020-03-24";303.7;MED;0;"2022-12-31 02:41:07";"2023-10-19 02:41:07"
415;"73506629";BANCA (OTRAS);3750;8;;;;gray;#c21073;C;"2019-03-13";76.5;MED;1;"2023-06-21 02:41:07";"2023-10-10 02:41:07"
416;"38696172";ABONADORAS EN GENERAL;2;6;;;;white;#9522bf;B;"2019-09-19";125.5;MED;0;"2023-05-07 02:41:07";"2023-10-16 02:41:07"
417;"16476376";SOLDADORA DE RUEDA GUIA MOTRIZ;3307;13;;;;olive;#f8c120;A;"2020-10-25";215.2;MED;0;"2022-11-22 02:41:07";"2023-10-09 02:41:07"
418;"56571326";BAÃO DE ORGANOS AISLADOS;782;7;;;;lime;#c3d1bf;A;"2023-05-01";33.3;MED;1;"2023-07-25 02:41:07";"2023-10-12 02:41:07"
419;"57345860";EQUIPO ACELERADOR DE NEUTRONES;2497;12;;;;gray;#999569;C;"2021-02-10";174.3;MED;0;"2023-03-29 02:41:07";"2023-10-10 02:41:07"
420;"71374657";ATRIL DE METAL CON MANDO ELECTRICO;3748;28;;;;purple;#10e56a;A;"2022-06-17";289.2;MED;1;"2023-03-07 02:41:07";"2023-10-09 02:41:07"
421;"64643205";PANEL DE PROYECCION DE CRISTAL LIQUIDO;4568;1;;;;lime;#6b085e;C;"2021-02-05";150.3;MED;0;"2023-06-03 02:41:07";"2023-10-12 02:41:07"
422;"66882322";PENDULO ELECTRICO;2153;17;;;;green;#876de6;A;"2020-10-17";397.7;MED;1;"2023-02-12 02:41:07";"2023-10-11 02:41:07"
423;"37202019";BAROMETRO;1809;21;;;;white;#123e8c;A;"2022-06-17";257.9;MED;1;"2023-06-20 02:41:07";"2023-10-11 02:41:07"
424;"52122989";MAQUINA DE COSER REMALLADORA;3095;20;;;;yellow;#573817;B;"2019-08-18";261.2;MED;0;"2023-01-28 02:41:07";"2023-10-13 02:41:07"
425;"74013001";MAQUINA LAVA CHATAS;1256;25;;;;purple;#03d71d;A;"2023-07-22";273.9;MED;0;"2022-09-26 02:41:07";"2023-10-12 02:41:07"
426;"29567950";ROLADORA;3294;10;;;;blue;#ab51c2;A;"2022-10-16";335.9;MED;0;"2023-03-02 02:41:07";"2023-10-09 02:41:07"
427;"24980085";PARANTE ORDENADOR DE FILAS;3917;12;;;;blue;#aef4a0;C;"2022-01-05";330.9;MED;1;"2023-04-01 02:41:07";"2023-10-11 02:41:07"
428;"88534581";MESA BASCULANTE;1617;30;;;;silver;#a768dd;B;"2021-12-09";75.1;MED;1;"2023-08-23 02:41:07";"2023-10-12 02:41:07"
429;"15481851";ANOSCOPIO;751;10;;;;lime;#215e0c;A;"2021-06-28";277.0;MED;1;"2023-04-07 02:41:07";"2023-10-19 02:41:07"
430;"56103967";MAQUINA ELECTRICA PARA AFEITAR;241;21;;;;maroon;#bc3bc3;A;"2021-05-23";426.8;MED;0;"2023-05-01 02:41:07";"2023-10-18 02:41:07"
431;"17367031";ELECTROGONIOMETRO;1923;14;;;;green;#156a12;A;"2022-06-21";343.8;MED;1;"2023-05-23 02:41:07";"2023-10-17 02:41:07"
432;"13680714";TABLERO CON TRIPODE;3389;10;;;;teal;#eb906b;C;"2021-09-28";452.9;MED;0;"2023-01-17 02:41:07";"2023-10-19 02:41:07"
433;"10899629";BOTAS ANTIFRAGMENTARIO;4164;11;;;;teal;#c072b1;A;"2022-07-23";273.8;MED;1;"2023-06-16 02:41:07";"2023-10-17 02:41:07"
434;"53577291";DUGLASCOPIO;924;22;;;;blue;#17f13f;C;"2022-08-05";204.6;MED;0;"2023-05-28 02:41:07";"2023-10-11 02:41:07"
435;"77443634";RUTEADOR DE RED - ROUTER;4661;26;;;;aqua;#acc683;C;"2020-02-24";277.1;MED;0;"2023-03-11 02:41:07";"2023-10-18 02:41:07"
436;"75569851";PROGRAMADOR DIGITAL PARA MUSICA;508;17;;;;black;#d7018a;C;"2020-02-18";397.8;MED;1;"2023-08-27 02:41:07";"2023-10-11 02:41:07"
437;"57966351";FLEXATONO;466;29;;;;green;#6fbb51;B;"2021-03-02";33.7;MED;0;"2023-09-15 02:41:07";"2023-10-09 02:41:07"
438;"42931418";ANALIZADOR DE IMAGENES MICROSCOPICAS;737;9;;;;olive;#c01b0c;B;"2021-04-26";192.8;MED;0;"2023-09-02 02:41:07";"2023-10-13 02:41:07"
439;"63667480";CUENTA GOTAS ELECTRONICO;897;24;;;;white;#801a4d;C;"2022-12-06";457.0;MED;0;"2022-11-19 02:41:07";"2023-10-18 02:41:07"
440;"79612648";OXIMETRO DE PULSOS;1358;15;;;;teal;#b16e63;B;"2022-01-19";245.9;MED;0;"2023-04-17 02:41:07";"2023-10-19 02:41:07"
441;"20065595";PANEL EMPLOMADO RODANTE;1657;7;;;;black;#c95e28;A;"2020-08-25";267.6;MED;0;"2023-03-14 02:41:07";"2023-10-18 02:41:07"
442;"73450125";BOMBA PARA LODO Y LIQUIDOS VIZCOSOS;2400;5;;;;fuchsia;#d1b565;A;"2023-03-16";462.4;MED;1;"2023-08-11 02:41:07";"2023-10-10 02:41:07"
443;"50652040";LAVADOR ULTRASONIDO;1218;12;;;;lime;#ef8f50;A;"2020-04-24";95.5;MED;0;"2022-10-05 02:41:07";"2023-10-17 02:41:07"
444;"41704031";LLENADOR Y SELLADOR DE AMPOLLAS;1234;6;;;;lime;#794748;A;"2021-07-20";62.5;MED;1;"2022-11-22 02:41:07";"2023-10-18 02:41:07"
445;"35354598";TANQUE DE PURGA;2862;18;;;;navy;#6ab896;B;"2020-07-13";338.3;MED;1;"2023-02-03 02:41:07";"2023-10-13 02:41:07"
446;"80700748";BALANZA ELECTRONICA;1791;15;;;;silver;#83d82e;A;"2023-04-24";252.3;MED;1;"2023-05-17 02:41:07";"2023-10-11 02:41:07"
447;"44885105";MODULO DE MADERA PARA EXPOSITOR;3891;21;;;;blue;#a9a03b;A;"2020-06-18";315.4;MED;1;"2023-01-27 02:41:07";"2023-10-19 02:41:07"
448;"86427869";CASCO PROTECTOR (MAYOR A 1/4 UIT);4167;10;;;;yellow;#872787;A;"2021-08-16";309.4;MED;1;"2023-05-17 02:41:07";"2023-10-12 02:41:07"
449;"39943770";ARCHIVADOR DE MELAMINA;3729;7;;;;white;#3dac44;C;"2023-08-24";92.4;MED;0;"2023-04-17 02:41:07";"2023-10-14 02:41:07"
450;"16709283";CABINA EXTRACTORA;1567;4;;;;fuchsia;#e8acb8;A;"2021-03-05";493.3;MED;1;"2023-06-19 02:41:07";"2023-10-10 02:41:07"
451;"44879170";MAQUINA DESEMPOLVADORA VERTICAL VIBRATORIA;3119;3;;;;olive;#5886e8;A;"2019-02-19";47.7;MED;1;"2023-04-15 02:41:07";"2023-10-17 02:41:07"
452;"82590802";MAQUINA LIMPIADORA DE QUINUA;2607;20;;;;silver;#acab4e;B;"2020-09-14";451.2;MED;0;"2023-04-06 02:41:07";"2023-10-12 02:41:07"
453;"87375074";MESITA LATERAL DE METAL;3884;28;;;;olive;#821676;A;"2021-06-25";95.1;MED;1;"2023-05-10 02:41:07";"2023-10-14 02:41:07"
454;"10209816";ESPADIN;4035;5;;;;fuchsia;#3c0137;A;"2022-07-22";204.1;MED;1;"2023-03-01 02:41:07";"2023-10-16 02:41:07"
455;"30583496";BATERIA MUSICAL;413;28;;;;silver;#935271;A;"2022-09-20";96.5;MED;1;"2023-04-09 02:41:07";"2023-10-18 02:41:07"
456;"13678756";CONTROL REMOTO EN GENERAL;4322;8;;;;green;#bd5235;C;"2020-05-07";188.2;MED;1;"2023-05-18 02:41:07";"2023-10-12 02:41:07"
457;"18287680";GENERADOR DE COLORES - COLORIZADOR;4455;17;;;;green;#dfabc3;C;"2020-12-13";364.3;MED;1;"2023-02-17 02:41:07";"2023-10-13 02:41:07"
458;"67140211";MAQUINA DESCUSCUTADORA;3118;25;;;;maroon;#dd9333;A;"2020-04-28";112.3;MED;0;"2023-06-21 02:41:07";"2023-10-16 02:41:07"
459;"17997597";DUPLICADORA IMPRESORA DE CD/DVD;4362;28;;;;yellow;#f45154;A;"2020-06-27";141.6;MED;0;"2022-11-15 02:41:07";"2023-10-12 02:41:07"
460;"16485170";PISTOLA NEUMATICA GRADUABLE;1375;30;;;;gray;#64858c;A;"2020-04-12";160.6;MED;1;"2023-04-19 02:41:07";"2023-10-17 02:41:07"
461;"68078913";SILLON DE OTORRINO;1678;13;;;;aqua;#8041db;A;"2022-02-22";487.6;MED;0;"2023-09-04 02:41:07";"2023-10-08 02:41:07"
462;"26194667";EPIDIOSCOPE;33;1;;;;navy;#4811e9;C;"2021-06-26";310.3;MED;0;"2022-12-07 02:41:07";"2023-10-12 02:41:07"
463;"10399195";FILMADORA PROCESADORA DE MICROFICHAS;4448;3;;;;aqua;#3df820;A;"2019-10-08";488.8;MED;0;"2023-01-28 02:41:07";"2023-10-10 02:41:07"
464;"74755011";PERFORADORA DE POZO;2825;24;;;;silver;#bf3a43;C;"2019-12-01";254.3;MED;0;"2022-11-09 02:41:07";"2023-10-18 02:41:07"
465;"17782959";ANALIZADOR DE FIBRA OPTICA - ANALIZADOR DE RED;4239;30;;;;yellow;#95db87;B;"2023-06-13";237.3;MED;0;"2023-06-04 02:41:07";"2023-10-13 02:41:07"
466;"48965554";MONITOR DE ESTRES TERMICO - MEDIDOR DE ESTRES TERMICO;2119;3;;;;green;#5b4684;A;"2020-09-11";388.0;MED;0;"2023-07-25 02:41:07";"2023-10-09 02:41:07"
467;"53954073";SIERRA ELECTRICA DE ARCO PARA FIERRO;2699;11;;;;blue;#b6a7f6;A;"2021-01-29";420.6;MED;1;"2023-03-21 02:41:07";"2023-10-08 02:41:07"
468;"57535360";CREDENZA ESTANTE DE MELAMINA;3807;7;;;;silver;#fa470c;A;"2022-07-27";240.6;MED;0;"2023-02-27 02:41:07";"2023-10-18 02:41:07"
469;"25846231";MOLDEADORA DE BORDES Y PLIEGUES;3689;14;;;;black;#00952a;B;"2022-04-29";13.6;MED;0;"2022-10-23 02:41:07";"2023-10-19 02:41:07"
470;"49274964";PATENA (MAYOR A 1/4 UIT);595;26;;;;teal;#014663;B;"2022-06-28";332.9;MED;0;"2023-08-17 02:41:07";"2023-10-14 02:41:07"
471;"69732653";PISTOLA;4079;16;;;;teal;#e36fed;A;"2020-09-27";257.5;MED;0;"2022-10-25 02:41:07";"2023-10-17 02:41:07"
472;"36127084";ARCHIVADOR DE METAL CON CAJA DE SEGURIDAD;3731;4;;;;white;#c16a31;A;"2020-03-08";417.6;MED;1;"2023-06-15 02:41:07";"2023-10-15 02:41:07"
473;"40306239";EQUIPO DE PRUEBA EN LINEA;4396;22;;;;black;#d2773e;A;"2020-06-08";488.1;MED;0;"2023-01-07 02:41:07";"2023-10-15 02:41:07"
474;"11634329";CIZALLA;2438;17;;;;teal;#e862eb;B;"2021-09-09";44.7;MED;1;"2023-07-24 02:41:07";"2023-10-15 02:41:07"
475;"21805001";BRONCOSCOPIO;804;29;;;;aqua;#a1dc70;A;"2022-02-26";76.3;MED;1;"2023-08-27 02:41:07";"2023-10-13 02:41:07"
476;"58881668";SECADOR DE LAMINAS;1425;18;;;;black;#b14667;A;"2022-04-18";175.5;MED;1;"2023-02-14 02:41:07";"2023-10-19 02:41:07"
477;"72755954";TELEFONO RDSI;4720;3;;;;teal;#f22b10;A;"2023-01-21";306.0;MED;1;"2023-08-13 02:41:07";"2023-10-17 02:41:07"
478;"62359102";EQUIPO PARA PROBAR HERMITICIDAD DE CULATAS;2540;6;;;;yellow;#06fa12;A;"2022-06-07";177.5;MED;0;"2023-07-08 02:41:07";"2023-10-08 02:41:07"
479;"47251935";MONITOR DE PRESION ARTERIAL Y FRECUENCIA CARDIACA;1326;8;;;;purple;#6d69a2;A;"2023-03-05";478.1;MED;0;"2023-03-24 02:41:07";"2023-10-14 02:41:07"
480;"88679967";CASILLERO DE PLASTICO ABS - LOCKER;3792;13;;;;blue;#524841;A;"2021-06-20";464.1;MED;1;"2022-12-06 02:41:07";"2023-10-13 02:41:07"
481;"86759031";PERROS;220;5;;;;lime;#c72fe1;A;"2019-05-08";457.2;MED;0;"2023-09-05 02:41:07";"2023-10-11 02:41:07"
482;"15101530";HOMOGENIZADOR;1172;27;;;;silver;#710fed;B;"2021-07-12";345.2;MED;0;"2022-11-03 02:41:07";"2023-10-13 02:41:07"
483;"36445814";TRASEGADOR;1504;19;;;;black;#0c5d3b;A;"2020-10-04";467.1;MED;0;"2022-11-29 02:41:07";"2023-10-15 02:41:07"
484;"68074358";SISTEMA ROBOTICO QUIRURGICO;1475;21;;;;blue;#fd0f22;A;"2021-04-22";418.7;MED;1;"2023-07-17 02:41:07";"2023-10-09 02:41:07"
485;"19522380";ESCALERA MECANICA;2794;25;;;;olive;#944dbf;B;"2022-03-24";377.3;MED;1;"2022-10-29 02:41:07";"2023-10-10 02:41:07"
486;"32747104";DISCADOR AUTOMATICO;4348;5;;;;yellow;#96afd9;A;"2020-04-08";267.0;MED;1;"2023-04-22 02:41:07";"2023-10-14 02:41:07"
487;"63356891";PRENSA PARA PIERNAS EN 45Â° - PRENSA OSCILANTE;4086;8;;;;purple;#1e5e9e;C;"2021-08-10";405.4;MED;1;"2023-04-04 02:41:07";"2023-10-16 02:41:07"
488;"14747838";OZONOMETRO;2147;17;;;;fuchsia;#7024e1;A;"2021-07-03";414.5;MED;1;"2022-12-18 02:41:07";"2023-10-19 02:41:07"
489;"28531164";MARCADOR ELECTRONICO PORTATIL;4066;28;;;;silver;#aa0dc8;B;"2021-09-24";305.6;MED;1;"2022-10-12 02:41:07";"2023-10-10 02:41:07"
490;"38043621";SERRUCHO ELECTRICO;2697;30;;;;olive;#fbeab1;B;"2019-07-15";312.7;MED;0;"2023-06-08 02:41:07";"2023-10-17 02:41:07"
491;"72183022";REGLA VIBRATORIA PARA CONCRETO O PAVIMENTO;2677;7;;;;silver;#4a7936;A;"2020-09-09";436.0;MED;1;"2022-11-12 02:41:07";"2023-10-10 02:41:07"
492;"58933650";CAMA DE METAL;1574;8;;;;teal;#47b130;B;"2023-08-24";231.3;MED;0;"2022-10-28 02:41:07";"2023-10-19 02:41:07"
493;"85899274";TELAR CIRCULAR PARA TEJIDO DE PUNTO;3311;17;;;;blue;#06c4e4;A;"2020-11-16";223.7;MED;0;"2023-08-21 02:41:07";"2023-10-16 02:41:07"
494;"65464808";MEGAFONO;4531;28;;;;lime;#6e9aab;B;"2022-03-20";360.3;MED;1;"2023-04-29 02:41:07";"2023-10-18 02:41:07"
495;"26346844";CORTADORA DE JAMONADA;294;25;;;;green;#129cd3;B;"2022-08-29";118.8;MED;1;"2023-06-22 02:41:07";"2023-10-08 02:41:07"
496;"54255449";EQUIPO DE ELECTROFORESIS;988;23;;;;green;#d236be;A;"2021-07-11";238.5;MED;0;"2023-02-21 02:41:07";"2023-10-08 02:41:07"
497;"60754279";EXTRACTOR DE GRASA Y/O ACEITE;2006;26;;;;blue;#fe5b55;B;"2022-04-05";173.6;MED;0;"2023-06-21 02:41:07";"2023-10-09 02:41:07"
498;"87072901";TAMBOR REDOBLANTE;526;19;;;;lime;#0e37b8;B;"2023-06-30";435.8;MED;1;"2023-09-14 02:41:07";"2023-10-14 02:41:07"
499;"36788876";MAQUINA BROCHADORA;3066;7;;;;black;#cbc18f;B;"2021-07-10";321.4;MED;0;"2022-12-27 02:41:07";"2023-10-13 02:41:07"
500;"78917335";EXPRIMIDORA DE CITRICOS;2559;11;;;;green;#6d99c1;A;"2021-10-10";33.3;MED;0;"2023-04-18 02:41:07";"2023-10-19 02:41:07"
501;"24528562";MAQUINA SMITH ASIMETRICA STANDARD;4065;14;;;;maroon;#e527e0;B;"2022-04-03";58.5;MED;0;"2023-07-07 02:41:07";"2023-10-12 02:41:07"
502;"56581878";MAQUINA ENVASADORA;3139;29;;;;green;#76e877;A;"2020-12-28";479.6;MED;0;"2023-08-18 02:41:07";"2023-10-12 02:41:07"
503;"62509809";MESA DE NOCHE DE MADERA - VELADOR DE MADERA;1623;6;;;;green;#00d734;A;"2022-06-09";393.1;MED;0;"2023-04-03 02:41:07";"2023-10-17 02:41:07"
504;"80317335";ANALIZADOR DE MARCAPASOS;739;23;;;;aqua;#177c03;A;"2023-02-05";157.0;MED;1;"2022-11-09 02:41:07";"2023-10-14 02:41:07"
505;"15046876";UVEOMETRO;1707;15;;;;silver;#8e23fc;C;"2020-09-16";407.2;MED;1;"2023-01-11 02:41:07";"2023-10-16 02:41:07"
506;"38377891";MESA DE METAL CON PLATOS GIRATORIOS PARA REBOBINADO;3856;4;;;;blue;#75021a;A;"2021-10-19";429.2;MED;1;"2022-12-19 02:41:07";"2023-10-15 02:41:07"
507;"74331333";EQUIPO DE LAVADO Y FUMIGACION;37;6;;;;olive;#c459ff;A;"2021-06-02";375.6;MED;0;"2023-07-26 02:41:07";"2023-10-17 02:41:07"
508;"37218507";REGISTRADOR LENTE;1406;17;;;;fuchsia;#13c5dd;B;"2020-08-12";313.7;MED;0;"2023-05-08 02:41:07";"2023-10-08 02:41:07"
509;"61146733";BANJO;410;8;;;;gray;#faad75;A;"2021-06-07";224.9;MED;1;"2022-11-06 02:41:07";"2023-10-12 02:41:07"
510;"61826917";MEZCLADORA DIGITAL DE SONIDO;4535;5;;;;olive;#2e7a4e;B;"2021-02-19";78.6;MED;0;"2023-04-12 02:41:07";"2023-10-19 02:41:07"
511;"36764718";SURTIDOR DE COMBUSTIBLE;2718;29;;;;navy;#4f109d;C;"2022-07-03";269.9;MED;0;"2023-01-24 02:41:07";"2023-10-19 02:41:07"
512;"43895237";DEMODULADOR (OTROS);4337;8;;;;white;#4bc382;B;"2022-10-07";170.8;MED;1;"2022-10-23 02:41:07";"2023-10-13 02:41:07"
513;"12663975";FRACCIONADOR DE GRADIENTE DE DENSIDAD;2018;28;;;;navy;#71dcb4;A;"2021-10-01";462.4;MED;0;"2022-11-07 02:41:07";"2023-10-10 02:41:07"
514;"61136734";VIDEO CONVERSOR;1545;1;;;;olive;#66595f;B;"2023-05-23";156.3;MED;1;"2023-09-07 02:41:07";"2023-10-18 02:41:07"
515;"89337196";DESACELEROMETRO - DECELEROMETRO;1890;15;;;;teal;#c467e0;B;"2021-04-29";189.1;MED;0;"2022-11-16 02:41:07";"2023-10-18 02:41:07"
516;"41834963";BOTE DE MADERA;112;23;;;;yellow;#c95158;C;"2021-05-27";105.5;MED;0;"2022-10-14 02:41:07";"2023-10-12 02:41:07"
517;"18723117";TUNEL AERODINAMICO;2313;27;;;;gray;#7b7ce3;A;"2021-07-29";487.8;MED;0;"2023-04-14 02:41:07";"2023-10-14 02:41:07"
518;"60606823";EXTENSOGRAFO;2004;13;;;;maroon;#efa529;A;"2020-11-14";394.4;MED;0;"2023-05-14 02:41:07";"2023-10-10 02:41:07"
519;"52197425";MOTOPERFORADORA;3252;12;;;;lime;#6cfd4f;A;"2022-03-12";395.9;MED;1;"2022-12-31 02:41:07";"2023-10-10 02:41:07"
520;"26252536";HORNO DE CAMPANA;3021;14;;;;blue;#818f28;A;"2021-06-13";116.1;MED;1;"2023-01-17 02:41:07";"2023-10-13 02:41:07"
521;"79193636";MAQUINA PARA HACER FIDEOS;3181;17;;;;aqua;#3c5555;B;"2020-02-11";207.2;MED;1;"2023-06-24 02:41:07";"2023-10-12 02:41:07"
522;"33753605";BIOMETRO;788;29;;;;blue;#0b13c7;A;"2023-10-05";110.3;MED;1;"2023-02-27 02:41:07";"2023-10-16 02:41:07"
523;"31635721";CARGADOR DE DOSIMETRO;1835;18;;;;fuchsia;#f3b68f;B;"2020-08-31";347.6;MED;1;"2022-11-22 02:41:07";"2023-10-14 02:41:07"
524;"71913104";BALANZA CON LECTORA DE CODIGO DE BARRAS;1781;1;;;;maroon;#fd9f94;A;"2019-04-08";357.3;MED;1;"2023-06-27 02:41:07";"2023-10-14 02:41:07"
525;"42299609";MODELO CEREBRO DESMONTABLE;1297;25;;;;yellow;#b6f00a;A;"2021-05-10";400.5;MED;1;"2022-10-21 02:41:07";"2023-10-14 02:41:07"
526;"76188678";BUQUE PESQUERO DE EXTRACCION;3418;26;;;;yellow;#759196;C;"2021-04-14";86.6;MED;1;"2022-11-07 02:41:07";"2023-10-14 02:41:07"
527;"12551873";MOTOBOMBA;2623;16;;;;olive;#0d592d;C;"2022-01-16";162.1;MED;1;"2023-02-14 02:41:07";"2023-10-14 02:41:07"
528;"53591709";MAQUINA TENDEDORA DE TELA;3235;1;;;;teal;#aa45e8;C;"2020-03-30";357.4;MED;0;"2023-03-09 02:41:07";"2023-10-12 02:41:07"
529;"44398781";SELECCIONADORA (OTRAS);84;24;;;;yellow;#7e3b26;A;"2023-08-24";437.0;MED;1;"2023-09-13 02:41:07";"2023-10-11 02:41:07"
530;"89363408";RADIO PUENTE INALAMBRICO - RADIO WIRELESS BRIDGE;4613;24;;;;navy;#e432e4;B;"2022-07-15";370.4;MED;0;"2022-10-03 02:41:07";"2023-10-12 02:41:07"
531;"53392913";APLICADORA DE CAPA ANTIRRAYAS PARA LENTES;2349;18;;;;teal;#1276cf;A;"2022-04-07";235.3;MED;1;"2023-05-17 02:41:07";"2023-10-09 02:41:07"
532;"37964784";SABLE DE METAL;4091;20;;;;teal;#6146f5;A;"2019-05-09";429.6;MED;0;"2022-10-23 02:41:07";"2023-10-16 02:41:07"
533;"59432424";RACK PARA RADIO, TV, LUCES Y TELECINE;3386;29;;;;fuchsia;#47df2e;A;"2021-06-16";51.3;MED;0;"2023-07-30 02:41:07";"2023-10-14 02:41:07"
534;"55347442";CONSOLA MULTIPLEXOR KVM;3525;27;;;;aqua;#213f19;C;"2022-03-20";289.0;MED;0;"2022-11-03 02:41:07";"2023-10-11 02:41:07"
535;"74065335";ESTACION HIDROLOGICA AUTOMATICA;1990;4;;;;maroon;#1c2f66;C;"2021-03-18";318.9;MED;1;"2023-07-16 02:41:07";"2023-10-14 02:41:07"
536;"19758170";EQUIPO DE OSMOSIS;1017;8;;;;purple;#a0d319;A;"2020-04-06";377.1;MED;0;"2023-02-19 02:41:07";"2023-10-11 02:41:07"
537;"38659963";MAQUINA UNIVERSAL;3241;24;;;;green;#c18af0;A;"2021-11-03";428.0;MED;1;"2022-10-08 02:41:07";"2023-10-18 02:41:07"
538;"23643892";MAQUINA PARA CORTAR TIRAS;3175;7;;;;yellow;#0ef0c4;A;"2021-06-16";32.6;MED;1;"2023-05-22 02:41:07";"2023-10-16 02:41:07"
539;"26240302";DESTILADOR DE NITROGENO;1892;3;;;;purple;#3040ce;B;"2023-03-02";66.2;MED;1;"2023-05-06 02:41:07";"2023-10-12 02:41:07"
540;"85931773";AGREGONOMETRO;1721;10;;;;yellow;#18342e;B;"2022-02-20";39.6;MED;1;"2023-05-08 02:41:07";"2023-10-12 02:41:07"
541;"56898950";OFTALMOMETRO;2137;9;;;;silver;#55550c;C;"2022-11-19";457.4;MED;1;"2023-05-16 02:41:07";"2023-10-08 02:41:07"
542;"39237971";CENTRIFUGA REFRIGERADA;858;7;;;;blue;#581e38;A;"2021-11-01";384.3;MED;0;"2022-10-26 02:41:07";"2023-10-15 02:41:07"
